time,sensor_id,val,factor
2020-01-13T18:30:00.000Z,9969,2.192028999,PM25
2020-01-13T19:00:00.000Z,10001,56.4492747,PM10
2020-01-13T19:00:00.000Z,10001,45.80555534,PM25
2020-01-13T19:00:00.000Z,10049,53.902174,PM10
2020-01-13T19:00:00.000Z,10049,44.1992747,PM25
2020-01-13T19:00:00.000Z,10050,58.96739324,PM10
2020-01-13T19:00:00.000Z,10050,45.94686,PM25
2020-01-13T19:00:00.000Z,9969,1.904589345,PM10
2020-01-13T19:00:00.000Z,9969,1.894927512,PM25
2020-01-13T19:30:00.000Z,10001,57.4118379,PM10
2020-01-13T19:30:00.000Z,10001,46.40579669,PM25
2020-01-13T19:30:00.000Z,10049,55.49033737,PM10
2020-01-13T19:30:00.000Z,10049,44.95652135,PM25
2020-01-13T19:30:00.000Z,10050,59.50966009,PM10
2020-01-13T19:30:00.000Z,10050,46.241546,PM25
2020-01-13T19:30:00.000Z,9969,1.774154544,PM10
2020-01-13T19:30:00.000Z,9969,1.648550709,PM25
2020-01-13T20:00:00.000Z,10001,55.56038729,PM10
2020-01-13T20:00:00.000Z,10001,45.1135273,PM25
2020-01-13T20:00:00.000Z,10049,58.47826195,PM10
2020-01-13T20:00:00.000Z,10049,47.09540876,PM25
2020-01-13T20:00:00.000Z,10050,59.28140132,PM10
2020-01-13T20:00:00.000Z,10050,46.3478241,PM25
2020-01-13T20:00:00.000Z,9969,1.850241621,PM10
2020-01-13T20:00:00.000Z,9969,1.835748871,PM25
2020-01-13T20:30:00.000Z,10001,54.99275436,PM10
2020-01-13T20:30:00.000Z,10001,44.70145035,PM25
2020-01-13T20:30:00.000Z,10049,57.31304398,PM10
2020-01-13T20:30:00.000Z,10049,46.35507278,PM25
2020-01-13T20:30:00.000Z,10050,58.30289917,PM10
2020-01-13T20:30:00.000Z,10050,45.53188324,PM25
2020-01-13T20:30:00.000Z,9969,1.568840553,PM10
2020-01-13T20:30:00.000Z,9969,1.554347803,PM25
2020-01-13T21:00:00.000Z,10001,56.22705269,PM10
2020-01-13T21:00:00.000Z,10001,45.57971128,PM25
2020-01-13T21:00:00.000Z,10049,57.43478139,PM10
2020-01-13T21:00:00.000Z,10049,46.56280136,PM25
2020-01-13T21:00:00.000Z,10050,62.41908264,PM10
2020-01-13T21:00:00.000Z,10050,48.33212344,PM25
2020-01-13T21:00:00.000Z,9969,1.560386439,PM10
2020-01-13T21:00:00.000Z,9969,1.531400939,PM25
2020-01-13T21:30:00.000Z,10001,59.48309326,PM10
2020-01-13T21:30:00.000Z,10001,47.86835925,PM25
2020-01-13T21:30:00.000Z,10049,59.89493052,PM10
2020-01-13T21:30:00.000Z,10049,48.09420458,PM25
2020-01-13T21:30:00.000Z,10050,61.93599192,PM10
2020-01-13T21:30:00.000Z,10050,48.05918121,PM25
2020-01-13T21:30:00.000Z,9969,1.716183593,PM10
2020-01-13T21:30:00.000Z,9969,1.643719782,PM25
2020-01-13T22:00:00.000Z,10001,57.9335734,PM10
2020-01-13T22:00:00.000Z,10001,46.58695666,PM25
2020-01-13T22:00:00.000Z,10049,59.08695984,PM10
2020-01-13T22:00:00.000Z,10049,47.70833397,PM25
2020-01-13T22:00:00.000Z,10050,64.10507393,PM10
2020-01-13T22:00:00.000Z,10050,49.52355385,PM25
2020-01-13T22:00:00.000Z,9969,1.190821238,PM10
2020-01-13T22:00:00.000Z,9969,1.183574863,PM25
2020-01-13T22:30:00.000Z,10001,56.05917486,PM10
2020-01-13T22:30:00.000Z,10001,45.48067665,PM25
2020-01-13T22:30:00.000Z,10049,58.19837093,PM10
2020-01-13T22:30:00.000Z,10049,46.88768101,PM25
2020-01-13T22:30:00.000Z,10050,63.66847944,PM10
2020-01-13T22:30:00.000Z,10050,49.31159449,PM25
2020-01-13T22:30:00.000Z,9969,1.589371949,PM10
2020-01-13T22:30:00.000Z,9969,1.565217346,PM25
2020-01-13T23:00:00.000Z,10001,60.13043722,PM10
2020-01-13T23:00:00.000Z,10001,48.3152167,PM25
2020-01-13T23:00:00.000Z,10049,56.03744125,PM10
2020-01-13T23:00:00.000Z,10049,45.54106267,PM25
2020-01-13T23:00:00.000Z,10050,57.41304398,PM10
2020-01-13T23:00:00.000Z,10050,45.0772934,PM25
2020-01-13T23:00:00.000Z,9969,2.118840563,PM10
2020-01-13T23:00:00.000Z,9969,2.101449263,PM25
2020-01-13T23:30:00.000Z,10001,59.33937327,PM10
2020-01-13T23:30:00.000Z,10001,47.65942065,PM25
2020-01-13T23:30:00.000Z,10049,54.20169195,PM10
2020-01-13T23:30:00.000Z,10049,44.11714999,PM25
2020-01-13T23:30:00.000Z,10050,58.42270724,PM10
2020-01-13T23:30:00.000Z,10050,45.92995008,PM25
2020-01-13T23:30:00.000Z,9969,2.8381643,PM10
2020-01-13T23:30:00.000Z,9969,2.665458888,PM25
2020-01-14T00:00:00.000Z,10001,57.26570129,PM10
2020-01-14T00:00:00.000Z,10001,46.27536329,PM25
2020-01-14T00:00:00.000Z,10049,50.85869408,PM10
2020-01-14T00:00:00.000Z,10049,41.58454259,PM25
2020-01-14T00:00:00.000Z,10050,55.7258447,PM10
2020-01-14T00:00:00.000Z,10050,43.615942,PM25
2020-01-14T00:00:00.000Z,9969,1.184782629,PM10
2020-01-14T00:00:00.000Z,9969,1.068840578,PM25
2020-01-14T00:30:00.000Z,10001,51.65700531,PM10
2020-01-14T00:30:00.000Z,10001,42.79951541,PM25
2020-01-14T00:30:00.000Z,10049,50.47584724,PM10
2020-01-14T00:30:00.000Z,10049,41.46739006,PM25
2020-01-14T00:30:00.000Z,10050,58.28864733,PM10
2020-01-14T00:30:00.000Z,10050,45.33453941,PM25
2020-01-14T00:30:00.000Z,9969,1.328502417,PM10
